latitude,longitude,time,co,t
61.5,1.5,2018-05-01,1.1398152e-07,280.28308
61.5,2.25,2018-05-01,1.139697e-07,280.4276
61.5,3.0,2018-05-01,1.1450448e-07,280.52527
61.5,3.75,2018-05-01,1.1569592e-07,280.38464
61.5,4.5,2018-05-01,1.207859e-07,279.6698
61.5,5.25,2018-05-01,1.2821647e-07,278.1151
61.5,6.0,2018-05-01,1.3196495e-07,275.8612
61.5,6.75,2018-05-01,1.3318049e-07,273.51746
61.5,7.5,2018-05-01,1.2660576e-07,271.80847
61.5,8.25,2018-05-01,1.2098462e-07,271.12488
61.5,9.0,2018-05-01,1.2110695e-07,271.37097
61.5,9.75,2018-05-01,1.2445571e-07,272.14832
61.5,10.5,2018-05-01,1.3149383e-07,272.9901
61.5,11.25,2018-05-01,1.2558303e-07,273.537
61.5,12.0,2018-05-01,1.1729117e-07,273.68542
61.5,12.75,2018-05-01,1.1653447e-07,273.62097
61.5,13.5,2018-05-01,1.16599956e-07,273.6327
61.5,14.25,2018-05-01,1.17195675e-07,273.83386
61.5,15.0,2018-05-01,1.18661326e-07,274.18152
61.5,15.75,2018-05-01,1.1972088e-07,274.67957
61.5,16.5,2018-05-01,1.208573e-07,275.43933
61.5,17.25,2018-05-01,1.2022701e-07,276.41785
61.5,18.0,2018-05-01,1.1728799e-07,277.26746
61.5,18.75,2018-05-01,1.1672501e-07,277.6659
61.5,19.5,2018-05-01,1.18356645e-07,277.71667
61.5,20.25,2018-05-01,1.1954262e-07,277.82605
61.5,21.0,2018-05-01,1.2158034e-07,278.1327
61.5,21.75,2018-05-01,1.2300052e-07,278.2616
61.5,22.5,2018-05-01,1.2466353e-07,277.82996
61.5,23.25,2018-05-01,1.3108775e-07,277.02722
61.5,24.0,2018-05-01,1.3994577e-07,276.47253
61.5,24.75,2018-05-01,1.4175612e-07,276.52722
61.5,25.5,2018-05-01,1.4191528e-07,276.9569
61.5,26.25,2018-05-01,1.445569e-07,277.3319
61.5,27.0,2018-05-01,1.4210082e-07,277.53113
61.5,27.75,2018-05-01,1.370945e-07,277.63464
61.5,28.5,2018-05-01,1.3368481e-07,277.54285
61.5,29.25,2018-05-01,1.31055e-07,277.0487
61.5,30.0,2018-05-01,1.290723e-07,276.3026
61.5,30.75,2018-05-01,1.2776582e-07,275.8202
61.5,31.5,2018-05-01,1.2682949e-07,275.87878
61.5,32.25,2018-05-01,1.261169e-07,276.12683
61.5,33.0,2018-05-01,1.2568171e-07,276.0194
61.5,33.75,2018-05-01,1.2561077e-07,275.48035
61.5,34.5,2018-05-01,1.2601276e-07,274.87878
61.5,35.25,2018-05-01,1.2444025e-07,274.44714
61.5,36.0,2018-05-01,1.2271994e-07,274.0741
61.5,36.75,2018-05-01,1.2240025e-07,273.662
61.5,37.5,2018-05-01,1.2235205e-07,273.33386
61.5,38.25,2018-05-01,1.2283408e-07,273.1444
61.5,39.0,2018-05-01,1.2268902e-07,272.88074
61.5,39.75,2018-05-01,1.2141754e-07,272.412
61.5,40.5,2018-05-01,1.2084138e-07,271.99988
61.5,41.25,2018-05-01,1.2047713e-07,272.02527
61.5,42.0,2018-05-01,1.2016653e-07,272.4276
61.5,42.75,2018-05-01,1.2003875e-07,272.74207
61.5,43.5,2018-05-01,1.1957081e-07,272.68933
61.5,44.25,2018-05-01,1.1917883e-07,272.48816
61.5,45.0,2018-05-01,1.1873272e-07,272.47644
61.5,45.75,2018-05-01,1.18465785e-07,272.65613
61.5,46.5,2018-05-01,1.1885732e-07,272.74207
61.5,47.25,2018-05-01,1.18528995e-07,272.59167
61.5,48.0,2018-05-01,1.1790235e-07,272.3495
61.5,48.75,2018-05-01,1.18167016e-07,272.203
61.5,49.5,2018-05-01,1.18509895e-07,272.11902
61.5,50.25,2018-05-01,1.2066039e-07,271.91394
61.5,51.0,2018-05-01,1.214139e-07,271.54675
61.5,51.75,2018-05-01,1.2059945e-07,271.21277
61.5,52.5,2018-05-01,1.2270175e-07,271.1112
61.5,53.25,2018-05-01,1.258818e-07,271.1659
61.5,54.0,2018-05-01,1.2728333e-07,271.11707
61.5,54.75,2018-05-01,1.2795499e-07,270.8905
61.5,55.5,2018-05-01,1.2347891e-07,270.74988
61.5,56.25,2018-05-01,1.220651e-07,270.90222
61.5,57.0,2018-05-01,1.2297915e-07,271.08582
61.5,57.75,2018-05-01,1.2209648e-07,270.80847
61.5,58.5,2018-05-01,1.2074179e-07,270.1034
61.5,59.25,2018-05-01,1.1995462e-07,269.7323
61.5,60.0,2018-05-01,1.1997327e-07,270.33972
61.5,60.75,2018-05-01,1.18665874e-07,271.537
61.5,61.5,2018-05-01,1.1721841e-07,272.09753
61.5,62.25,2018-05-01,1.1737303e-07,271.16785
61.5,63.0,2018-05-01,1.1836074e-07,269.06433
61.5,63.75,2018-05-01,1.2030341e-07,266.8612
61.5,64.5,2018-05-01,1.2354576e-07,265.39636
61.5,65.25,2018-05-01,1.267922e-07,264.83777
61.5,66.0,2018-05-01,1.2614055e-07,264.95886
61.5,66.75,2018-05-01,1.2342298e-07,265.47058
61.5,67.5,2018-05-01,1.2231021e-07,266.0819
61.5,68.25,2018-05-01,1.2130295e-07,266.50574
61.5,69.0,2018-05-01,1.2183364e-07,266.62292
61.5,69.75,2018-05-01,1.2404826e-07,266.56824
61.5,70.5,2018-05-01,1.266908e-07,266.50964
61.5,71.25,2018-05-01,1.277649e-07,266.40417
61.5,72.0,2018-05-01,1.2799092e-07,266.05652
61.5,72.75,2018-05-01,1.2695136e-07,265.44128
61.5,73.5,2018-05-01,1.2546707e-07,264.80457
61.5,74.25,2018-05-01,1.2219925e-07,264.43152
61.5,75.0,2018-05-01,1.209437e-07,264.38855
61.5,75.75,2018-05-01,1.2222745e-07,264.55847
61.5,76.5,2018-05-01,1.2426153e-07,264.87488
61.5,77.25,2018-05-01,1.2767714e-07,265.4276
61.5,78.0,2018-05-01,1.363037e-07,266.31433
61.5,78.75,2018-05-01,1.4749912e-07,267.4901
61.5,79.5,2018-05-01,1.5090563e-07,268.80457
61.5,80.25,2018-05-01,1.4728039e-07,270.1034
61.5,81.0,2018-05-01,1.4235411e-07,271.2655
61.5,81.75,2018-05-01,1.3785893e-07,272.18347
61.5,82.5,2018-05-01,1.3023191e-07,272.81824
61.5,83.25,2018-05-01,1.2890632e-07,273.26746
61.5,84.0,2018-05-01,1.2730652e-07,273.66394
61.5,84.75,2018-05-01,1.271078e-07,274.03503
61.5,85.5,2018-05-01,1.2707869e-07,274.287
61.5,86.25,2018-05-01,1.2683404e-07,274.3905
61.5,87.0,2018-05-01,1.2595865e-07,274.47058
61.5,87.75,2018-05-01,1.237895e-07,274.69714
61.5,88.5,2018-05-01,1.2244072e-07,275.1112
61.5,89.25,2018-05-01,1.2148803e-07,275.6366
61.5,90.0,2018-05-01,1.257622e-07,276.18347
61.5,90.75,2018-05-01,1.3097088e-07,276.66785
61.5,91.5,2018-05-01,1.3485578e-07,276.97058
61.5,92.25,2018-05-01,1.3679619e-07,277.02136
61.5,93.0,2018-05-01,1.3460522e-07,276.90417
61.5,93.75,2018-05-01,1.3445879e-07,276.83777
61.5,94.5,2018-05-01,1.3577483e-07,276.9901
61.5,95.25,2018-05-01,1.4660918e-07,277.3651
61.5,96.0,2018-05-01,1.5954629e-07,277.87097
61.5,96.75,2018-05-01,1.4348598e-07,278.39246
61.5,97.5,2018-05-01,1.2887631e-07,278.81824
61.5,98.25,2018-05-01,1.2834107e-07,279.03894
61.5,99.0,2018-05-01,1.2774171e-07,279.03503
61.5,99.75,2018-05-01,1.270937e-07,278.91003
61.5,100.5,2018-05-01,1.2635883e-07,278.81042
61.5,101.25,2018-05-01,1.255371e-07,278.7948
61.5,102.0,2018-05-01,1.250246e-07,278.81628
61.5,102.75,2018-05-01,1.2452438e-07,278.81238
61.5,103.5,2018-05-01,1.2371174e-07,278.77527
61.5,104.25,2018-05-01,1.2298051e-07,278.75964
61.5,105.0,2018-05-01,1.2225382e-07,278.82214
61.5,105.75,2018-05-01,1.2195551e-07,278.96277
61.5,106.5,2018-05-01,1.2197916e-07,279.1112
61.5,107.25,2018-05-01,1.2693363e-07,279.18347
61.5,108.0,2018-05-01,1.325584e-07,279.14832
61.5,108.75,2018-05-01,1.3471117e-07,278.98816
61.5,109.5,2018-05-01,1.3568933e-07,278.64636
61.5,110.25,2018-05-01,1.3268664e-07,278.1034
61.5,111.0,2018-05-01,1.2908322e-07,277.50964
61.5,111.75,2018-05-01,1.2345299e-07,277.12488
61.5,112.5,2018-05-01,1.3674207e-07,277.03503
61.5,113.25,2018-05-01,1.6049398e-07,277.05652
61.5,114.0,2018-05-01,1.5758906e-07,277.0194
61.5,114.75,2018-05-01,1.5194246e-07,277.05066
61.5,115.5,2018-05-01,1.4440184e-07,277.39636
61.5,116.25,2018-05-01,1.3735962e-07,277.97253
61.5,117.0,2018-05-01,1.317112e-07,278.2987
61.5,117.75,2018-05-01,1.2766986e-07,277.98816
61.5,118.5,2018-05-01,1.256949e-07,277.1698
61.5,119.25,2018-05-01,1.2561986e-07,276.34753
61.5,120.0,2018-05-01,1.260687e-07,275.87097
61.5,120.75,2018-05-01,1.2689407e-07,275.70105
61.5,121.5,2018-05-01,1.2761711e-07,275.59558
61.5,122.25,2018-05-01,1.2812643e-07,275.4198
61.5,123.0,2018-05-01,1.2789951e-07,275.2284
61.5,123.75,2018-05-01,1.2644796e-07,275.1659
61.5,124.5,2018-05-01,1.2400824e-07,275.3241
61.5,125.25,2018-05-01,1.2062128e-07,275.64246
61.5,126.0,2018-05-01,1.1859175e-07,275.9198
61.5,126.75,2018-05-01,1.1690236e-07,275.97644
61.5,127.5,2018-05-01,1.1688281e-07,275.82996
61.5,128.25,2018-05-01,1.174276e-07,275.68347
61.5,129.0,2018-05-01,1.1887733e-07,275.70496
61.5,129.75,2018-05-01,1.2076862e-07,275.84363
61.5,130.5,2018-05-01,1.228218e-07,275.87683
61.5,131.25,2018-05-01,1.2481769e-07,275.66394
61.5,132.0,2018-05-01,1.2672126e-07,275.3026
61.5,132.75,2018-05-01,1.2752434e-07,275.02722
61.5,133.5,2018-05-01,1.2828286e-07,274.96667
61.5,134.25,2018-05-01,1.27352e-07,274.96472
61.5,135.0,2018-05-01,1.257863e-07,274.6405
61.5,135.75,2018-05-01,1.2390547e-07,273.68152
61.5,136.5,2018-05-01,1.2078226e-07,272.1151
61.5,137.25,2018-05-01,1.17932366e-07,270.3202
61.5,138.0,2018-05-01,1.1418479e-07,268.71472
61.5,138.75,2018-05-01,1.1022167e-07,267.47644
61.5,139.5,2018-05-01,1.0497343e-07,266.54675
61.5,140.25,2018-05-01,1.0160603e-07,265.84167
61.5,141.0,2018-05-01,1.0077702e-07,265.35535
61.5,141.75,2018-05-01,1.01977555e-07,265.0526
61.5,142.5,2018-05-01,1.05532315e-07,264.83582
61.5,143.25,2018-05-01,1.0979284e-07,264.68738
61.5,144.0,2018-05-01,1.1537259e-07,264.75574
61.5,144.75,2018-05-01,1.2209284e-07,265.1659
61.5,145.5,2018-05-01,1.2789951e-07,265.80457
61.5,146.25,2018-05-01,1.2749615e-07,266.49207
61.5,147.0,2018-05-01,1.2490909e-07,267.27917
61.5,147.75,2018-05-01,1.209346e-07,268.30066
61.5,148.5,2018-05-01,1.19147906e-07,269.23816
61.5,149.25,2018-05-01,1.18237956e-07,269.30847
61.5,150.0,2018-05-01,1.1822977e-07,268.10535
61.5,150.75,2018-05-01,1.18058786e-07,266.31628
61.5,151.5,2018-05-01,1.182516e-07,265.18933
61.5,152.25,2018-05-01,1.1834346e-07,265.21277
61.5,153.0,2018-05-01,1.1851899e-07,265.72644
61.5,153.75,2018-05-01,1.18719534e-07,265.9901
61.5,154.5,2018-05-01,1.18956e-07,266.2245
61.5,155.25,2018-05-01,1.1943712e-07,267.18542
61.5,156.0,2018-05-01,1.2011515e-07,268.99402
61.5,156.75,2018-05-01,1.2448845e-07,270.9159
61.5,157.5,2018-05-01,1.2781493e-07,272.25964
61.5,158.25,2018-05-01,1.287408e-07,272.95105
61.5,159.0,2018-05-01,1.2922146e-07,273.0819
61.5,159.75,2018-05-01,1.2690361e-07,272.4745
61.5,160.5,2018-05-01,1.2590363e-07,271.15808
61.5,161.25,2018-05-01,1.2569626e-07,269.87683
61.5,162.0,2018-05-01,1.2452938e-07,269.52332
61.5,162.75,2018-05-01,1.2339751e-07,270.08582
61.5,163.5,2018-05-01,1.2253531e-07,270.65613
61.5,164.25,2018-05-01,1.2182682e-07,270.56628
61.5,165.0,2018-05-01,1.2198734e-07,270.09167
61.5,165.75,2018-05-01,1.2205828e-07,269.83582
61.5,166.5,2018-05-01,1.221083e-07,269.84753
61.5,167.25,2018-05-01,1.2245118e-07,269.67175
61.5,168.0,2018-05-01,1.2285727e-07,269.05847
61.5,168.75,2018-05-01,1.2331293e-07,268.23425
61.5,169.5,2018-05-01,1.236699e-07,267.52332
61.5,170.25,2018-05-01,1.2326063e-07,267.08777
61.5,171.0,2018-05-01,1.2256533e-07,267.09363
61.5,171.75,2018-05-01,1.213075e-07,267.78503
61.5,172.5,2018-05-01,1.2132296e-07,269.16785
61.5,173.25,2018-05-01,1.218059e-07,270.77332
61.5,174.0,2018-05-01,1.2360715e-07,271.9823
61.5,174.75,2018-05-01,1.2515966e-07,272.59753
61.5,175.5,2018-05-01,1.2602095e-07,272.91785
61.5,176.25,2018-05-01,1.2652981e-07,273.26746
61.5,177.0,2018-05-01,1.2698138e-07,273.61707
61.5,177.75,2018-05-01,1.2689907e-07,273.74207
61.5,178.5,2018-05-01,1.2639885e-07,273.64636
61.5,179.25,2018-05-01,1.2567534e-07,273.62292
61.5,180.0,2018-05-01,1.2462942e-07,273.90808
61.5,180.75,2018-05-01,1.2383998e-07,274.3866
61.5,181.5,2018-05-01,1.231083e-07,274.71277
61.5,182.25,2018-05-01,1.2267628e-07,274.68738
61.5,183.0,2018-05-01,1.2219152e-07,274.39246
61.5,183.75,2018-05-01,1.2185637e-07,273.99402
61.5,184.5,2018-05-01,1.2159035e-07,273.53503
61.5,185.25,2018-05-01,1.2150576e-07,272.99792
61.5,186.0,2018-05-01,1.217777e-07,272.46667
61.5,186.75,2018-05-01,1.2215605e-07,272.1034
61.5,187.5,2018-05-01,1.2332748e-07,271.96277
61.5,188.25,2018-05-01,1.24503e-07,271.94324
61.5,189.0,2018-05-01,1.2596092e-07,271.96863
61.5,189.75,2018-05-01,1.2721057e-07,272.0819
61.5,190.5,2018-05-01,1.2813734e-07,272.28503
61.5,191.25,2018-05-01,1.2895134e-07,272.44324
61.5,192.0,2018-05-01,1.2941882e-07,272.49402
61.5,192.75,2018-05-01,1.2978535e-07,272.6952
61.5,193.5,2018-05-01,1.302119e-07,273.38855
61.5,194.25,2018-05-01,1.3185308e-07,274.4569
61.5,195.0,2018-05-01,1.3321414e-07,275.31628
61.5,195.75,2018-05-01,1.3456838e-07,275.6112
61.5,196.5,2018-05-01,1.3837371e-07,275.7323
61.5,197.25,2018-05-01,1.4441275e-07,276.28894
61.5,198.0,2018-05-01,1.5548312e-07,277.23816
61.5,198.75,2018-05-01,1.6753393e-07,277.9237
61.5,199.5,2018-05-01,1.7525144e-07,277.9198
61.5,200.25,2018-05-01,1.8280798e-07,277.44714
61.5,201.0,2018-05-01,1.9237996e-07,276.88074
61.5,201.75,2018-05-01,2.0289644e-07,276.3612
61.5,202.5,2018-05-01,2.1407413e-07,276.10144
61.5,203.25,2018-05-01,2.2459517e-07,276.453
61.5,204.0,2018-05-01,2.3392931e-07,277.08777
61.5,204.75,2018-05-01,2.3534858e-07,276.6366
61.5,205.5,2018-05-01,2.3434359e-07,274.1698
61.5,206.25,2018-05-01,2.2971608e-07,271.08777
61.5,207.0,2018-05-01,2.2863333e-07,270.44128
61.5,207.75,2018-05-01,2.3076927e-07,273.7362
61.5,208.5,2018-05-01,2.3021448e-07,278.82996
61.5,209.25,2018-05-01,2.3266693e-07,281.74792
61.5,210.0,2018-05-01,2.0521702e-07,280.43738
61.5,210.75,2018-05-01,1.752901e-07,276.36707
61.5,211.5,2018-05-01,1.5410114e-07,272.69128
61.5,212.25,2018-05-01,1.36567e-07,271.43347
61.5,213.0,2018-05-01,1.3368799e-07,272.40027
61.5,213.75,2018-05-01,1.297417e-07,274.07605
61.5,214.5,2018-05-01,1.262465e-07,275.06433
61.5,215.25,2018-05-01,1.2670989e-07,274.90417
61.5,216.0,2018-05-01,1.2548708e-07,273.92566
61.5,216.75,2018-05-01,1.3283898e-07,272.65808
61.5,217.5,2018-05-01,1.3576982e-07,271.49597
61.5,218.25,2018-05-01,1.2779219e-07,270.90613
61.5,219.0,2018-05-01,1.2303644e-07,271.50378
61.5,219.75,2018-05-01,1.2043984e-07,273.4569
61.5,220.5,2018-05-01,1.1866951e-07,275.9276
61.5,221.25,2018-05-01,1.1742032e-07,277.6737
61.5,222.0,2018-05-01,1.1592693e-07,278.3573
61.5,222.75,2018-05-01,1.14999246e-07,278.8241
61.5,223.5,2018-05-01,1.1468047e-07,279.828
61.5,224.25,2018-05-01,1.14928305e-07,280.9276
61.5,225.0,2018-05-01,1.15142036e-07,281.02917
61.5,225.75,2018-05-01,1.1618159e-07,279.79285
61.5,226.5,2018-05-01,1.17447605e-07,278.0409
61.5,227.25,2018-05-01,1.18715896e-07,276.8495
61.5,228.0,2018-05-01,1.2019609e-07,276.5741
61.5,228.75,2018-05-01,1.2118471e-07,276.78113
61.5,229.5,2018-05-01,1.2252394e-07,276.80457
61.5,230.25,2018-05-01,1.2423743e-07,276.29675
61.5,231.0,2018-05-01,1.2588043e-07,275.46277
61.5,231.75,2018-05-01,1.2703049e-07,274.88074
61.5,232.5,2018-05-01,1.2828787e-07,274.96082
61.5,233.25,2018-05-01,1.2954933e-07,275.62683
61.5,234.0,2018-05-01,1.3052977e-07,276.61707
61.5,234.75,2018-05-01,1.3140607e-07,278.00574
61.5,235.5,2018-05-01,1.3270164e-07,280.06042
61.5,236.25,2018-05-01,1.3345107e-07,282.52332
61.5,237.0,2018-05-01,1.3388626e-07,284.41003
61.5,237.75,2018-05-01,1.3381168e-07,284.84558
61.5,238.5,2018-05-01,1.3369026e-07,283.93542
61.5,239.25,2018-05-01,1.3240242e-07,282.61707
61.5,240.0,2018-05-01,1.3081899e-07,281.66003
61.5,240.75,2018-05-01,1.2907412e-07,281.07996
61.5,241.5,2018-05-01,1.27573e-07,280.42175
61.5,242.25,2018-05-01,1.254316e-07,279.34753
61.5,243.0,2018-05-01,1.2387045e-07,277.87878
61.5,243.75,2018-05-01,1.2245346e-07,276.29285
61.5,244.5,2018-05-01,1.2168266e-07,275.00574
61.5,245.25,2018-05-01,1.213939e-07,274.43738
61.5,246.0,2018-05-01,1.2167584e-07,274.79675
61.5,246.75,2018-05-01,1.2188639e-07,275.85925
61.5,247.5,2018-05-01,1.218732e-07,277.06042
61.5,248.25,2018-05-01,1.2188684e-07,277.80457
61.5,249.0,2018-05-01,1.2198689e-07,277.73035
61.5,249.75,2018-05-01,1.2201372e-07,276.77332
61.5,250.5,2018-05-01,1.2199916e-07,275.13855
61.5,251.25,2018-05-01,1.2191003e-07,273.25964
61.5,252.0,2018-05-01,1.2177134e-07,271.62683
61.5,252.75,2018-05-01,1.2161308e-07,270.48035
61.5,253.5,2018-05-01,1.2147166e-07,269.6444
61.5,254.25,2018-05-01,1.2126384e-07,268.74988
61.5,255.0,2018-05-01,1.2112878e-07,267.68152
61.5,255.75,2018-05-01,1.2099235e-07,266.71277
61.5,256.5,2018-05-01,1.209487e-07,266.21472
61.5,257.25,2018-05-01,1.2092778e-07,266.2323
61.5,258.0,2018-05-01,1.2098417e-07,266.4452
61.5,258.75,2018-05-01,1.2102873e-07,266.43542
61.5,259.5,2018-05-01,1.2097144e-07,265.9901
61.5,260.25,2018-05-01,1.2090868e-07,265.15417
61.5,261.0,2018-05-01,1.2081773e-07,264.1405
61.5,261.75,2018-05-01,1.2074861e-07,263.18738
61.5,262.5,2018-05-01,1.2072678e-07,262.45105
61.5,263.25,2018-05-01,1.206613e-07,261.96863
61.5,264.0,2018-05-01,1.2059263e-07,261.69714
61.5,264.75,2018-05-01,1.2044302e-07,261.58386
61.5,265.5,2018-05-01,1.2026521e-07,261.57605
61.5,266.25,2018-05-01,1.2010014e-07,261.5995
61.5,267.0,2018-05-01,1.1991415e-07,261.56824
61.5,267.75,2018-05-01,1.1970315e-07,261.44128
61.5,268.5,2018-05-01,1.1950578e-07,261.25574
61.5,269.25,2018-05-01,1.192916e-07,261.07214
61.5,270.0,2018-05-01,1.1910834e-07,260.90417
61.5,270.75,2018-05-01,1.1893054e-07,260.72644
61.5,271.5,2018-05-01,1.18735905e-07,260.5409
61.5,272.25,2018-05-01,1.18572196e-07,260.37683
61.5,273.0,2018-05-01,1.18382566e-07,260.25378
61.5,273.75,2018-05-01,1.182184e-07,260.14246
61.5,274.5,2018-05-01,1.1802104e-07,260.01746
61.5,275.25,2018-05-01,1.1784187e-07,259.91003
61.5,276.0,2018-05-01,1.17625866e-07,259.8866
61.5,276.75,2018-05-01,1.1738076e-07,259.93738
61.5,277.5,2018-05-01,1.1712428e-07,259.97644
61.5,278.25,2018-05-01,1.1683506e-07,259.953
61.5,279.0,2018-05-01,1.1654766e-07,259.953
61.5,279.75,2018-05-01,1.16306644e-07,260.09753
61.5,280.5,2018-05-01,1.16087456e-07,260.31042
61.5,281.25,2018-05-01,1.1593921e-07,260.3202
61.5,282.0,2018-05-01,1.15772316e-07,259.93738
61.5,282.75,2018-05-01,1.1569046e-07,259.31628
61.5,283.5,2018-05-01,1.1569956e-07,258.7909
61.5,284.25,2018-05-01,1.1566045e-07,258.49402
61.5,285.0,2018-05-01,1.1572957e-07,258.27527
61.5,285.75,2018-05-01,1.1576868e-07,258.05652
61.5,286.5,2018-05-01,1.1585417e-07,258.12488
61.5,287.25,2018-05-01,1.159815e-07,258.8612
61.5,288.0,2018-05-01,1.161393e-07,260.24988
61.5,288.75,2018-05-01,1.1658131e-07,261.79675
61.5,289.5,2018-05-01,1.1700059e-07,262.95496
61.5,290.25,2018-05-01,1.1758494e-07,263.5702
61.5,291.0,2018-05-01,1.1801922e-07,263.8495
61.5,291.75,2018-05-01,1.1836847e-07,264.07214
61.5,292.5,2018-05-01,1.1864814e-07,264.37292
61.5,293.25,2018-05-01,1.18825945e-07,264.75378
61.5,294.0,2018-05-01,1.18860505e-07,265.15027
61.5,294.75,2018-05-01,1.18797296e-07,265.53113
61.5,295.5,2018-05-01,1.1834846e-07,265.94324
61.5,296.25,2018-05-01,1.1772318e-07,266.453
61.5,297.0,2018-05-01,1.16934196e-07,267.03113
61.5,297.75,2018-05-01,1.15876e-07,267.5448
61.5,298.5,2018-05-01,1.14873735e-07,267.94128
61.5,299.25,2018-05-01,1.1356088e-07,268.3241
61.5,300.0,2018-05-01,1.12338974e-07,268.80847
61.5,300.75,2018-05-01,1.1118255e-07,269.34753
61.5,301.5,2018-05-01,1.10231674e-07,269.8202
61.5,302.25,2018-05-01,1.0938175e-07,270.1952
61.5,303.0,2018-05-01,1.0892882e-07,270.50183
61.5,303.75,2018-05-01,1.08727825e-07,270.7284
61.5,304.5,2018-05-01,1.0898703e-07,270.89636
61.5,305.25,2018-05-01,1.09313994e-07,271.12878
61.5,306.0,2018-05-01,1.09986566e-07,271.46472
61.5,306.75,2018-05-01,1.1062276e-07,271.69714
61.5,307.5,2018-05-01,1.11024754e-07,271.75378
61.5,308.25,2018-05-01,1.11184825e-07,272.07605
61.5,309.0,2018-05-01,1.1085195e-07,273.078
61.5,309.75,2018-05-01,1.119247e-07,274.05847
61.5,310.5,2018-05-01,1.1358862e-07,273.37878
61.5,311.25,2018-05-01,1.1775547e-07,270.2987
61.5,312.0,2018-05-01,1.209878e-07,266.20886
61.5,312.75,2018-05-01,1.201056e-07,263.22253
61.5,313.5,2018-05-01,1.1924612e-07,261.74402
61.5,314.25,2018-05-01,1.18734086e-07,260.45886
61.5,315.0,2018-05-01,1.1817111e-07,258.96277
61.5,315.75,2018-05-01,1.17746374e-07,259.11902
61.5,316.5,2018-05-01,1.1746989e-07,262.81433
61.5,317.25,2018-05-01,1.17384396e-07,268.97253
61.5,318.0,2018-05-01,1.1630164e-07,274.10144
61.5,318.75,2018-05-01,1.15363044e-07,275.90808
61.5,319.5,2018-05-01,1.15675e-07,275.33972
61.5,320.25,2018-05-01,1.15808696e-07,274.78308
61.5,321.0,2018-05-01,1.1559451e-07,275.18542
61.5,321.75,2018-05-01,1.1555631e-07,275.74988
61.5,322.5,2018-05-01,1.1562498e-07,275.7362
61.5,323.25,2018-05-01,1.15556766e-07,275.4745
61.5,324.0,2018-05-01,1.15467635e-07,275.55847
61.5,324.75,2018-05-01,1.15458995e-07,275.92957
61.5,325.5,2018-05-01,1.15470364e-07,276.15417
61.5,326.25,2018-05-01,1.1565226e-07,276.13074
61.5,327.0,2018-05-01,1.1581643e-07,276.07996
61.5,327.75,2018-05-01,1.1612429e-07,276.1034
61.5,328.5,2018-05-01,1.1640669e-07,276.10925
61.5,329.25,2018-05-01,1.1683961e-07,276.08972
61.5,330.0,2018-05-01,1.1716339e-07,276.16003
61.5,330.75,2018-05-01,1.1753719e-07,276.33972
61.5,331.5,2018-05-01,1.178496e-07,276.50574
61.5,332.25,2018-05-01,1.1812609e-07,276.55652
61.5,333.0,2018-05-01,1.1831845e-07,276.52136
61.5,333.75,2018-05-01,1.1842804e-07,276.45886
61.5,334.5,2018-05-01,1.1838575e-07,276.40027
61.5,335.25,2018-05-01,1.18268424e-07,276.37292
61.5,336.0,2018-05-01,1.18161104e-07,276.40808
61.5,336.75,2018-05-01,1.1808789e-07,276.46472
61.5,337.5,2018-05-01,1.1808971e-07,276.46277
61.5,338.25,2018-05-01,1.182566e-07,276.41003
61.5,339.0,2018-05-01,1.18447595e-07,276.43347
61.5,339.75,2018-05-01,1.18572196e-07,276.62683
61.5,340.5,2018-05-01,1.1864359e-07,276.93933
61.5,341.25,2018-05-01,1.186063e-07,277.2616
61.5,342.0,2018-05-01,1.1846533e-07,277.56042
61.5,342.75,2018-05-01,1.1829935e-07,277.89246
61.5,343.5,2018-05-01,1.1749672e-07,278.28503
61.5,344.25,2018-05-01,1.1664361e-07,278.70496
61.5,345.0,2018-05-01,1.15343035e-07,279.1327
61.5,345.75,2018-05-01,1.14155235e-07,279.6112
61.5,346.5,2018-05-01,1.1323255e-07,280.1776
61.5,347.25,2018-05-01,1.1492467e-07,280.78503
61.5,348.0,2018-05-01,1.1779094e-07,281.2948
61.5,348.75,2018-05-01,1.2054716e-07,281.56042
61.5,349.5,2018-05-01,1.2290093e-07,281.52332
61.5,350.25,2018-05-01,1.2438022e-07,281.24792
61.5,351.0,2018-05-01,1.2514602e-07,280.87878
61.5,351.75,2018-05-01,1.2521059e-07,280.56433
61.5,352.5,2018-05-01,1.237072e-07,280.38855
61.5,353.25,2018-05-01,1.215567e-07,280.36902
61.5,354.0,2018-05-01,1.1982092e-07,280.4491
61.5,354.75,2018-05-01,1.1824296e-07,280.50574
61.5,355.5,2018-05-01,1.1660132e-07,280.40613
61.5,356.25,2018-05-01,1.1547673e-07,280.11707
61.5,357.0,2018-05-01,1.1532121e-07,279.77332
61.5,357.75,2018-05-01,1.1506291e-07,279.56238
61.5,358.5,2018-05-01,1.14784605e-07,279.57605
61.5,359.25,2018-05-01,1.14224356e-07,279.74597
